Gender,State,City,Bank,Account_Type,Transaction_Type,Merchant_Category,Transaction_Device,Device_Type,Age,Transaction_Amount,Account_Balance,Is_Fraud
0,22,90,0,0,4,5,0,1,20,40493.59,28490.12,0
1,3,30,0,0,1,1,9,2,46,48471.94,39253.06,0
1,14,11,0,0,4,0,1,3,48,71846.53,57068.93,0
1,7,123,0,1,4,0,13,0,32,44523.09,44284.33,1
0,26,133,0,1,0,0,8,3,51,55783.21,27083.18,0
1,22,142,0,0,1,4,6,1,53,57820.29,92161.71,0
0,2,144,0,1,2,1,4,1,45,32854.5,30399.09,0
1,31,1,0,2,0,2,8,3,69,72660.26,5646.84,0
1,16,68,0,0,4,0,0,0,33,10378.13,51509.48,0
1,27,38,0,2,3,1,2,1,63,34936.71,83403.18,0
0,0,19,0,2,1,3,19,0,53,85719.68,38471.72,1
0,12,120,0,1,4,1,0,1,37,5681.65,92719.24,0
0,31,136,0,1,2,0,3,2,52,35348.47,8762.66,0
1,2,53,0,2,2,5,17,3,44,30045.26,40787.65,0
1,7,123,0,0,1,3,6,3,18,21229.68,15581.98,0
0,31,65,0,1,0,1,13,2,28,1887.5,42105.8,0
1,32,27,0,0,0,5,6,0,30,90736.95,31128.25,0
0,1,139,0,0,3,2,9,2,31,1380.38,22034.56,0
1,0,109,0,0,4,1,13,0,25,7305.83,60289.0,0
1,1,138,0,1,0,4,0,3,31,65258.51,51457.51,0
1,29,69,0,0,0,5,16,1,39,960.57,46021.5,0
1,22,142,0,2,3,0,2,1,57,37668.59,33723.44,0
0,1,129,0,1,3,2,4,3,67,8717.25,48818.31,0
1,23,16,0,0,2,2,8,3,69,78956.58,24044.35,0
1,29,67,0,1,4,4,1,1,42,89158.16,64753.44,0
1,22,142,0,0,3,4,1,1,59,12912.84,99100.73,0
0,13,58,0,2,4,1,1,3,33,26569.16,69372.65,0
0,21,3,0,2,0,1,4,1,22,83340.1,15347.67,0
1,4,92,0,0,1,3,4,1,48,17522.1,65439.67,0
1,21,3,0,2,4,4,13,0,51,22923.28,61364.08,0
1,25,7,0,2,2,1,2,1,59,46513.53,39140.28,0
0,33,48,0,2,0,4,10,0,30,38579.7,21612.56,0
1,33,8,0,1,3,0,10,2,39,77150.45,95135.41,0
1,4,92,0,2,0,4,14,1,51,31629.63,44930.86,0
0,12,78,0,1,2,0,18,3,41,7762.3,63081.35,0
1,22,142,0,0,1,0,3,1,59,29187.3,42869.76,0
0,4,108,0,1,3,1,4,3,33,6519.98,84540.29,0
0,4,108,0,0,1,1,14,1,48,33023.86,62917.17,0
1,11,5,0,2,4,0,1,1,21,71329.59,41395.66,0
0,29,50,0,2,0,2,18,0,34,53067.86,18087.11,0
0,18,96,0,1,2,2,11,0,34,85646.0,64138.51,0
0,31,1,0,2,1,3,12,2,25,11896.8,26090.86,0
1,10,14,0,2,2,3,7,3,69,32740.32,51821.91,0
0,4,108,0,2,4,0,13,2,67,58147.09,85554.84,0
0,11,21,0,2,4,4,0,0,69,35853.11,59451.11,0
0,20,119,0,2,3,1,7,3,49,62752.51,87653.62,0
1,30,6,0,0,3,4,16,0,19,75232.64,84635.86,0
0,2,126,0,0,4,3,13,0,39,88483.85,66154.11,0
1,13,18,0,1,0,0,6,2,26,8414.39,16972.69,0
1,3,61,0,1,1,5,13,0,52,85974.8,19188.02,0
0,24,66,0,0,2,3,16,2,51,20404.22,92382.88,0
1,31,79,0,2,4,5,0,2,43,76928.63,99431.39,0
1,15,127,0,0,2,2,13,3,43,70376.61,45091.78,0
1,6,74,0,0,1,2,6,3,19,14145.82,68326.96,0
1,15,130,0,1,4,2,0,3,68,26186.51,76919.66,0
1,8,124,0,1,1,4,2,2,50,30996.28,67870.99,0
0,16,68,0,1,4,1,0,3,52,24864.66,65622.19,0
1,6,34,0,2,0,1,9,0,37,38696.22,57323.92,0
1,29,67,0,1,3,5,6,1,41,95399.02,92981.52,0
0,3,30,0,2,4,3,13,2,60,76705.22,87385.56,0
1,24,143,0,1,1,4,0,3,40,72348.57,84473.4,0
0,25,107,0,0,0,5,13,2,62,52675.04,99429.58,0
0,11,21,0,1,3,5,19,2,55,93904.73,6342.47,0
1,27,38,0,0,0,5,6,0,55,25408.17,45686.34,0
0,25,21,0,1,4,5,1,3,24,10058.55,86901.21,0
1,4,108,0,2,3,5,18,3,31,17272.72,74884.07,0
0,5,21,0,1,0,1,14,0,36,54899.71,59629.93,0
1,32,98,0,0,4,1,13,2,52,22763.34,35797.54,0
0,21,20,0,0,1,4,17,1,44,64729.3,18497.66,0
1,16,68,0,0,0,1,14,3,46,47887.1,47224.2,0
0,19,63,0,1,3,1,17,1,37,19614.07,23504.91,0
0,25,57,0,0,3,4,13,1,52,27740.62,27370.32,0
0,31,1,0,1,1,4,15,1,63,49945.15,10110.79,0
0,1,138,0,2,3,0,16,1,49,6932.28,97091.84,0
0,22,32,0,1,4,2,13,1,40,79794.83,87989.3,0
0,29,50,0,1,1,1,6,0,36,18578.17,17959.86,0
0,22,32,0,1,4,2,0,0,24,33306.25,64407.54,0
0,11,47,0,1,3,4,16,1,22,40275.89,12545.08,1
1,29,67,0,2,1,1,1,1,70,9535.64,12102.05,0
0,33,35,0,1,4,4,13,3,70,1056.31,32027.59,0
0,18,91,0,1,4,4,0,1,62,77975.32,90247.02,0
0,16,68,0,1,3,2,16,1,62,89530.41,77810.38,0
0,15,70,0,0,3,4,1,3,61,26939.6,64466.05,0
1,21,72,0,0,3,1,8,3,62,68839.0,80688.12,0
0,2,126,0,0,4,2,1,1,58,59028.89,5381.33,0
1,17,54,0,1,1,3,16,0,45,28072.11,94870.13,0
0,10,2,0,0,3,0,17,2,55,82294.49,88188.37,0
1,13,58,0,1,3,4,19,0,58,70446.89,86060.42,0
0,29,50,0,0,0,2,8,1,21,66541.3,97255.23,0
0,6,55,0,1,4,0,1,1,21,48729.79,47218.89,0
1,21,72,0,0,4,4,0,3,42,39218.06,31055.57,0
1,3,95,0,1,0,1,8,0,44,3953.87,86934.17,0
0,26,4,0,0,1,0,19,3,67,42610.91,19284.17,0
0,15,76,0,0,3,5,11,0,18,40423.63,19787.48,0
1,29,140,0,0,1,3,13,3,52,7069.35,83362.75,0
1,16,68,0,2,1,2,11,3,65,90304.61,27044.58,0
1,31,79,0,2,1,4,15,3,63,83434.45,98782.98,0
0,29,69,0,1,2,5,17,2,26,33375.43,10779.37,0
0,27,86,0,0,3,5,5,1,53,74337.44,37461.92,0
0,20,104,0,2,0,2,10,0,42,81562.1,30670.84,0
0,13,46,0,1,2,0,4,2,21,28525.5,10759.08,0
1,23,16,0,2,0,3,14,0,46,61297.25,95747.84,0
1,14,85,0,2,2,5,17,0,64,87451.76,78665.92,0
1,11,37,0,0,2,4,17,0,37,73658.16,36683.28,0
0,21,81,0,1,3,3,15,0,46,60758.69,39315.93,0
0,25,21,0,1,3,5,5,1,21,49162.69,96311.42,0
0,1,101,0,1,3,2,4,2,34,16141.5,35026.44,0
1,10,2,0,2,3,3,16,1,52,50247.69,78800.76,0
0,9,88,0,1,3,5,2,0,61,79790.44,30512.45,0
0,18,111,0,1,2,3,10,2,51,42327.34,24011.75,0
0,25,107,0,1,1,3,3,3,45,67679.69,13952.42,0
1,0,31,0,0,2,2,14,1,45,74794.43,91282.56,0
1,27,60,0,1,2,5,0,1,54,19390.34,6395.19,0
0,10,125,0,2,3,3,8,2,59,96395.35,59492.52,0
1,10,113,0,2,3,2,10,0,64,47168.79,41036.45,1
0,33,35,0,2,3,1,3,0,48,34776.06,97969.55,0
0,5,21,0,1,3,4,11,2,22,6540.58,61237.13,0
1,4,92,0,2,3,5,17,0,62,83065.13,47415.93,0
1,2,144,0,0,2,5,6,1,41,66502.25,95088.41,0
1,29,103,0,1,1,0,6,0,67,92005.55,76832.99,0
1,15,127,0,2,1,0,9,3,40,4448.02,87959.11,0
1,10,113,0,2,1,5,3,3,29,17738.29,27099.78,0
1,1,139,0,1,3,3,3,2,26,56984.73,48171.68,1
0,18,9,0,2,3,2,2,2,70,38930.6,23824.47,0
0,20,104,0,1,3,3,12,2,20,81216.99,79187.35,1
0,32,115,0,0,3,0,3,0,44,34202.68,29696.31,0
0,28,82,0,1,1,2,0,1,45,36235.21,99307.7,0
0,16,68,0,0,4,0,13,0,18,50835.36,31577.05,0
1,8,105,0,0,0,0,11,1,46,44259.07,42036.74,0
0,10,14,0,0,1,4,5,2,30,67335.09,7401.68,0
1,30,133,0,1,1,1,3,3,40,8281.79,76576.11,0
1,0,19,0,1,4,3,1,3,38,12546.07,39844.21,0
1,29,140,0,0,1,2,9,3,28,93197.66,11774.52,0
0,1,101,0,1,4,5,13,3,55,89080.25,73541.17,0
1,30,133,0,1,4,4,13,3,45,40335.61,72619.28,0
1,32,27,0,0,2,5,7,2,18,3809.43,30933.52,0
1,15,127,0,0,2,5,13,0,51,33045.39,38306.8,0
1,10,2,0,2,1,3,8,1,46,32945.88,74054.95,0
0,20,132,0,0,3,0,4,2,59,85264.76,43166.44,0
1,9,88,0,0,3,0,8,1,36,860.3,34208.04,1
0,11,5,0,0,0,0,17,0,49,67403.18,58862.56,0
0,32,44,0,0,4,5,13,3,59,23057.38,84246.84,0
1,30,6,0,2,2,0,13,2,30,23390.7,69481.95,0
1,18,96,0,0,1,0,2,0,67,10856.49,46470.37,0
1,29,67,0,2,4,3,13,2,57,16051.1,7743.16,0
0,15,130,0,2,3,5,4,0,62,30532.22,79165.59,0
1,16,68,0,2,2,4,16,2,27,20431.6,52121.39,0
0,21,3,0,0,0,2,13,3,34,70049.39,40727.78,0
1,18,9,0,1,1,4,7,0,54,45880.11,54644.52,0
0,30,6,0,2,2,2,6,1,51,73159.49,22505.07,0
1,18,96,0,1,4,3,1,2,53,17085.18,88459.23,0
0,10,125,0,0,0,2,11,3,38,51647.03,26890.15,0
0,7,123,0,2,2,5,2,2,63,95839.93,24281.12,0
1,5,21,0,2,4,1,1,1,64,8327.51,71080.1,0
0,12,120,0,2,4,3,1,1,61,64558.43,69868.78,0
1,2,144,0,1,1,1,18,0,62,8082.51,94673.44,0
0,11,5,0,0,3,3,19,1,29,56077.61,16214.64,0
1,29,67,0,2,4,0,0,3,57,69410.77,87932.21,0
1,33,122,0,2,0,4,1,1,26,32571.94,83927.52,0
0,23,118,0,0,4,1,0,3,35,29811.83,63356.29,0
0,2,53,0,0,2,2,4,2,38,55398.11,16727.17,0
0,3,121,0,0,1,3,13,1,38,53141.91,33137.6,0
0,19,23,0,2,3,4,4,1,29,47262.17,12148.65,0
0,28,22,0,0,4,5,13,1,19,72383.08,80600.52,0
1,5,21,0,2,4,3,13,0,31,14692.21,79742.7,0
0,33,8,0,1,4,4,1,2,41,7495.25,93433.0,0
1,21,81,0,2,3,3,11,0,31,17013.08,48446.88,0
0,24,143,0,2,0,2,6,1,51,38410.21,63581.73,0
1,10,2,0,2,2,3,2,0,20,38985.36,62548.53,0
0,10,2,0,0,1,2,1,0,35,83934.11,68997.3,0
1,7,26,0,1,4,1,1,0,64,85810.31,47144.44,0
1,33,73,0,2,0,1,8,1,48,92368.12,87875.37,0
1,12,78,0,2,1,1,1,1,37,59703.17,89436.95,0
1,1,139,0,0,0,2,1,1,54,85528.19,39115.86,0
1,7,123,0,0,4,0,1,1,34,29426.85,64724.65,0
1,31,136,0,0,2,1,4,0,50,85833.06,46591.74,0
0,6,55,0,0,2,3,11,3,38,5116.5,98573.89,0
0,8,105,0,2,1,2,18,2,63,87434.18,10120.14,0
0,16,68,0,1,2,4,13,3,42,78695.3,32431.83,0
1,29,140,0,0,3,1,14,2,47,41303.4,40555.18,0
0,9,87,0,1,2,3,2,0,58,5153.53,23407.66,0
0,8,141,0,2,2,5,16,1,62,75711.85,76810.7,0
1,10,14,0,1,4,5,13,3,58,87433.25,17104.71,1
1,26,75,0,2,0,2,8,2,55,13108.41,72553.77,0
1,7,123,0,1,0,5,17,2,44,55403.62,46583.56,0
1,25,80,0,2,2,0,16,1,38,25215.68,30806.92,0
1,2,53,0,1,4,0,13,2,32,61566.22,80850.06,0
0,33,48,0,1,2,4,0,1,26,17243.02,60142.34,0
0,6,112,0,0,4,2,13,1,39,83595.98,18266.73,0
1,30,6,0,0,1,3,1,1,49,34970.13,26987.54,0
1,24,143,0,2,2,2,15,3,30,91510.47,52275.91,0
1,6,55,0,0,0,1,16,0,59,64729.33,35070.34,0
1,14,85,0,0,4,4,13,2,49,88247.76,98240.8,0
0,12,78,0,2,3,1,16,0,25,21297.46,24185.72,0
1,24,83,0,2,3,0,8,1,47,6214.75,14994.52,0
1,8,141,0,2,0,1,3,3,44,63991.7,24527.94,0
0,17,15,0,2,2,4,4,1,67,42837.82,54450.73,0
1,20,62,0,1,4,3,0,3,40,47941.39,45222.88,0
1,7,123,0,1,0,3,16,2,45,90995.6,85401.51,0
1,1,138,0,2,4,0,1,2,46,58731.86,66239.57,0
1,5,21,0,1,2,4,2,0,39,94965.66,74759.61,0
0,2,144,0,2,3,5,13,3,50,13652.96,51087.49,0
0,23,118,0,1,0,0,17,0,54,14256.06,27225.66,0
0,13,46,0,1,0,1,18,1,57,10424.86,67482.56,0
1,16,68,0,0,3,5,15,3,30,53620.78,79111.39,0
0,20,62,0,0,4,1,0,0,34,59473.78,12102.21,0
0,8,141,0,0,0,3,3,3,56,43447.68,66878.53,0
1,14,10,0,0,2,2,5,1,57,44119.71,25218.16,0
1,1,101,0,0,4,5,13,3,35,76182.7,69912.11,0
0,32,44,0,0,0,3,13,3,47,17980.29,10285.74,0
0,18,9,0,0,1,5,9,2,64,50433.58,67280.49,0
0,24,83,0,0,1,3,18,1,68,55592.23,24483.01,0
0,17,52,0,0,3,0,19,3,21,65745.78,80815.69,0
0,3,30,0,1,4,1,0,2,49,17625.58,38754.41,0
1,17,134,0,1,0,5,1,1,26,52482.73,51502.89,0
1,29,67,0,0,3,0,2,1,59,41784.25,69910.23,0
0,3,61,0,1,1,0,5,1,57,40873.33,95814.45,0
1,33,122,0,1,2,2,15,0,61,81645.49,51650.26,0
1,32,27,0,0,2,1,16,0,28,5992.92,73534.1,0
1,22,90,0,0,0,2,6,0,46,20700.97,57426.33,0
0,3,95,0,1,1,0,3,0,47,4203.18,31514.43,0
0,0,109,0,1,2,1,16,3,18,29291.73,17326.7,0
1,28,82,0,0,0,5,6,2,41,26826.87,94591.1,0
1,33,73,0,2,2,5,5,2,27,7515.96,36614.13,0
1,30,0,0,1,0,3,5,0,21,3052.67,60510.6,0
1,3,42,0,1,1,4,8,3,38,89252.82,91620.34,0
0,28,22,0,2,1,5,17,0,37,80185.76,63855.65,0
0,15,70,0,0,3,0,3,2,33,75773.48,93209.46,0
0,6,55,0,1,4,3,0,3,34,54550.08,50922.54,0
1,12,84,0,2,0,4,14,3,42,25877.71,86947.19,0
0,7,33,0,1,1,3,4,2,44,83227.73,88486.45,0
0,11,47,0,2,2,4,2,0,58,87978.62,36167.79,0
0,3,42,0,0,4,1,0,2,25,98135.42,26753.55,0
1,16,68,0,0,3,2,12,3,63,73444.99,35750.23,0
1,0,31,0,0,0,0,5,1,32,85568.9,71535.31,0
0,3,30,0,1,1,3,0,0,63,7826.7,12599.75,0
0,22,142,0,2,1,0,1,0,29,47744.73,27653.61,0
1,30,0,0,0,1,3,16,1,20,37075.13,90712.02,0
0,18,100,0,2,4,1,1,0,54,79050.45,53100.12,0
1,0,19,0,1,4,0,1,2,32,16447.82,34787.67,0
1,12,84,0,0,1,1,19,1,38,14520.44,61482.19,0
0,31,1,0,1,3,5,15,2,29,38744.77,7830.92,0
0,19,51,0,0,1,4,16,3,37,18151.2,72572.18,0
1,9,106,0,0,1,0,7,1,36,15382.58,49466.75,0
0,4,13,0,2,2,5,18,2,58,33059.18,47403.33,0
0,14,85,0,1,0,0,16,0,28,34678.89,51374.11,0
1,9,106,0,1,2,4,8,2,33,68059.53,9304.17,0
0,24,143,0,0,1,2,19,1,57,31367.13,58059.86,0
0,27,60,0,1,3,2,18,1,68,35273.78,74551.74,0
0,24,110,0,0,2,4,11,2,64,29929.33,47353.03,0
0,0,31,0,0,1,3,8,0,29,7169.03,94236.39,0
0,1,139,0,1,1,4,6,2,27,40893.14,38559.02,0
0,3,30,0,0,3,4,1,2,53,19245.16,88669.54,0
1,17,134,0,0,1,0,0,2,59,81900.33,22293.06,0
0,21,20,0,2,2,4,12,2,32,15850.7,24752.2,0
0,27,60,0,1,3,3,14,0,28,68627.28,16349.77,0
1,11,21,0,0,1,2,4,0,44,18572.6,63114.63,0
1,12,120,0,1,4,1,13,3,38,306.24,51736.22,0
1,27,38,0,2,0,1,0,1,40,86512.86,44861.64,1
0,21,72,0,2,1,1,17,0,59,57405.91,52192.06,0
0,16,68,0,1,4,0,0,3,30,75158.93,62556.53,1
0,22,32,0,0,1,4,12,1,58,95859.12,21580.96,0
1,29,69,0,0,3,1,5,3,24,52636.28,50675.39,0
0,7,123,0,1,1,4,6,2,64,13727.04,71448.94,0
0,28,82,0,1,2,4,5,1,52,50424.44,55153.12,0
1,1,129,0,0,0,1,18,1,60,31586.95,43451.35,0
0,1,101,0,2,2,5,17,1,63,2897.83,39111.06,0
1,18,100,0,0,0,4,1,1,37,7813.6,17954.46,0
0,17,43,0,1,4,3,1,0,61,19773.35,76493.45,0
1,33,122,0,0,2,1,5,1,18,17020.41,15185.36,0
1,18,100,0,1,0,5,15,2,31,16657.57,95705.63,0
1,25,80,0,1,0,0,14,3,27,69214.27,87779.06,0
0,0,109,0,1,4,2,1,3,57,74906.27,6038.85,0
1,33,48,0,2,2,0,18,3,39,90788.03,62211.15,0
0,5,21,0,1,4,1,13,2,67,32220.98,80687.28,0
1,7,26,0,1,2,4,3,0,31,10207.54,77346.11,0
0,14,10,0,1,2,0,16,1,19,41361.63,72430.08,0
1,11,21,0,1,0,2,18,0,19,35270.82,49094.17,0
0,33,35,0,0,3,3,19,3,39,80136.66,6253.95,0
0,19,128,0,0,0,5,14,2,37,94630.12,74634.18,0
1,22,71,0,1,2,4,11,2,29,3514.55,23398.9,0
1,27,60,0,1,0,0,14,0,30,10027.52,12397.73,0
1,26,4,0,0,3,2,0,2,25,31153.53,18135.1,0
1,7,33,0,2,2,5,4,1,35,34788.05,84466.89,0
0,1,101,0,2,3,3,13,1,59,61798.25,60976.85,0
0,16,68,0,0,3,5,1,2,59,73728.89,79612.19,0
0,6,55,0,1,1,0,6,0,52,28005.39,80533.57,0
0,0,19,0,1,0,0,3,3,61,97746.51,56131.25,0
0,27,86,0,2,2,0,8,0,24,1581.35,58425.21,0
1,8,105,0,2,0,3,15,0,28,81992.17,82331.99,0
1,32,44,0,0,3,0,5,3,34,34709.2,72944.09,0
0,5,21,0,0,2,4,6,2,70,59956.95,23088.64,0
1,7,33,0,0,2,0,7,1,66,69727.55,49163.89,0
0,10,2,0,2,0,1,10,3,61,73744.79,67901.22,0
1,20,104,0,1,3,3,2,3,67,5701.7,29339.6,1
1,33,73,0,2,1,1,9,2,59,6002.07,57696.73,1
0,31,79,0,2,2,2,15,1,60,704.86,92642.85,0
1,29,69,0,1,4,3,1,1,56,44061.6,86152.53,0
0,11,41,0,2,0,4,12,3,41,7671.97,54400.61,0
0,24,143,0,0,4,5,0,1,55,80558.99,9152.84,0
1,5,21,0,1,1,0,16,0,25,57914.4,69744.35,0
1,21,20,0,1,2,5,11,0,56,95092.9,64655.27,0
0,11,47,0,0,1,4,7,0,66,76797.24,44226.64,0
0,27,86,0,0,0,5,9,2,42,93415.67,66099.37,0
1,32,115,0,1,0,1,5,2,60,43128.74,40520.6,0
0,21,3,0,2,2,1,18,2,57,87142.59,30503.58,0
0,26,59,0,0,1,2,9,3,53,36263.38,55759.8,0
1,17,134,0,1,2,0,11,3,64,58366.21,79307.5,0
1,21,81,0,2,4,5,0,2,31,46081.9,82905.73,0
1,12,120,0,1,2,5,9,0,48,52720.19,38481.43,0
1,11,41,0,1,1,3,12,0,66,9112.72,97459.3,0
0,20,62,0,1,0,1,10,1,65,92693.77,6055.99,0
1,5,21,0,2,4,0,13,1,57,53591.24,25818.95,0
1,31,89,0,2,4,5,1,0,62,42401.56,86376.4,0
0,15,130,0,0,3,3,10,1,18,55096.32,30746.6,0
0,25,57,0,2,0,3,14,0,58,4208.52,63111.68,0
0,13,18,0,2,3,1,13,0,54,94665.21,27284.31,0
1,1,40,0,0,2,1,17,3,43,1343.05,26084.22,1
1,1,40,0,1,3,0,8,3,65,78085.26,20445.17,0
0,14,94,0,2,3,4,5,0,40,50843.68,84074.57,0
1,23,116,0,2,1,1,13,2,54,53493.22,35460.33,0
1,32,115,0,2,0,0,7,0,58,90067.78,39311.66,1
0,14,85,0,0,2,4,13,2,37,71360.6,56059.39,0
0,11,41,0,1,0,2,6,2,25,75929.36,43471.44,0
0,25,80,0,0,3,2,9,3,49,91588.65,28732.29,0
1,18,96,0,1,0,3,2,1,22,30633.82,48223.06,0
0,14,49,0,2,4,1,1,0,31,68997.57,75217.74,0
1,32,115,0,1,1,0,12,0,58,86322.22,23413.72,0
1,7,33,0,1,2,5,3,2,31,4017.82,13164.1,0
0,9,106,0,2,0,3,9,0,55,33936.98,81076.52,0
1,0,109,0,0,2,0,0,0,30,4809.77,41297.56,0
0,29,67,0,2,3,5,1,3,35,4675.24,23317.86,0
1,29,67,0,0,0,1,7,3,35,97580.37,21444.81,0
1,24,83,0,0,2,5,5,1,33,90695.9,93706.76,0
0,20,104,0,0,1,1,7,0,51,71940.05,83930.64,0
1,25,21,0,2,4,0,1,3,70,17328.11,9073.19,0
1,29,69,0,1,4,5,1,2,28,97226.32,67486.25,0
1,32,45,0,2,0,2,15,2,55,45873.55,78976.96,0
0,27,60,0,2,1,5,8,2,27,18168.71,86258.05,0
0,11,47,0,0,1,3,6,0,47,35436.12,77326.87,0
1,17,54,0,2,4,3,0,0,30,4964.41,86371.16,0
1,0,31,0,0,4,5,1,1,19,88896.09,71690.63,0
1,14,94,0,0,3,4,5,1,32,93351.49,51408.4,0
1,14,10,0,0,0,1,16,2,68,34520.5,80122.65,0
0,28,24,0,1,0,3,15,0,34,76106.4,79424.47,0
1,29,50,0,0,3,3,11,2,46,15739.67,49188.01,0
0,20,132,0,1,0,1,6,0,53,22957.06,82854.87,0
1,32,115,0,2,3,3,12,0,22,83373.22,6278.35,0
0,16,68,0,1,4,5,1,1,67,9851.96,49486.66,0
0,19,23,0,1,1,0,19,3,52,51569.93,80561.38,0
1,9,87,0,2,3,5,19,0,45,45295.83,37313.35,0
1,12,84,0,1,2,3,8,1,55,48178.92,28448.88,1
0,7,33,0,0,0,0,8,2,56,52382.39,73393.71,1
1,19,128,0,1,3,1,1,2,53,93670.98,35501.07,0
0,8,36,0,2,0,4,7,1,62,42750.07,59583.47,0
1,27,86,0,0,4,3,13,0,19,95638.54,8101.47,0
1,8,102,0,0,1,5,11,1,59,17076.96,44092.86,0
0,17,134,0,2,2,1,8,1,38,37154.75,39639.39,0
1,32,98,0,0,0,1,5,2,52,55828.56,91081.0,0
0,10,14,0,2,4,5,1,2,56,65415.08,34714.12,0
1,33,48,0,2,3,5,11,0,39,40878.98,43613.96,0
1,15,70,0,1,2,3,13,2,49,70957.65,25735.42,0
0,33,48,0,2,4,5,0,1,69,96315.49,92001.78,1
1,19,23,0,2,3,5,19,3,24,25596.31,53421.52,0
1,23,12,0,1,2,4,1,2,56,73683.34,57402.45,0
0,10,2,0,2,2,4,7,0,51,48335.61,5738.7,0
0,11,21,0,2,4,5,13,2,69,51960.54,50435.51,1
0,32,98,0,0,3,4,15,0,20,77660.31,27039.85,0
0,19,128,0,2,1,2,3,0,64,76364.57,96698.56,0
1,29,69,0,0,0,5,15,2,60,6076.23,49233.57,0
0,19,51,0,0,4,3,1,0,63,69646.57,15796.03,0
0,10,14,0,1,3,3,12,1,44,25323.81,79395.78,0
1,7,26,0,1,0,3,1,3,66,29782.5,89608.24,0
1,21,72,0,2,0,5,5,1,48,22469.46,95562.7,0
1,6,112,0,1,1,1,13,3,70,77450.3,84182.66,0
0,22,71,0,1,0,0,0,0,56,58016.31,27150.28,0
1,4,92,0,2,2,4,13,0,65,1605.48,91181.86,0
0,3,61,0,2,4,3,0,0,28,60141.71,68128.76,0
0,32,98,0,1,0,4,16,0,68,71244.44,9148.02,0
1,0,31,0,0,4,5,0,0,65,63863.96,65272.58,0
0,18,111,0,0,1,3,18,2,33,19405.37,53794.39,1
1,20,104,0,2,1,0,0,1,29,70386.29,25127.48,0
