Gender,State,City,Bank,Account_Type,Transaction_Type,Merchant_Category,Transaction_Device,Device_Type,Age,Transaction_Amount,Account_Balance,Is_Fraud
1,5,21,3,2,3,0,15,1,52,81163.78,73598.6,0
0,10,14,3,0,3,5,19,0,58,52109.52,8460.85,0
0,15,77,3,1,4,5,0,2,70,40099.85,88802.41,0
0,4,108,3,0,3,5,7,0,22,37221.58,64278.66,0
0,22,142,3,1,0,0,5,2,44,75033.3,27515.6,0
1,32,115,3,0,2,1,3,2,52,25873.2,19041.64,0
1,20,104,3,0,4,1,0,0,21,64496.99,58371.34,0
1,32,44,3,0,3,4,6,0,35,21192.23,11660.74,0
0,0,19,3,0,4,2,1,2,29,52672.03,76958.31,1
0,14,11,3,0,2,4,14,0,59,22045.62,9946.13,1
0,4,108,3,2,0,0,17,3,58,24237.06,75422.24,0
1,17,43,3,0,4,0,1,1,45,42936.17,33851.24,0
0,27,38,3,2,2,4,5,2,29,72132.26,26752.67,0
1,25,107,3,0,1,3,1,0,35,93612.69,77478.2,0
0,32,98,3,1,0,2,1,1,30,70256.46,88217.04,0
0,8,105,3,1,3,3,18,2,61,69208.69,53225.31,0
0,29,103,3,0,0,1,5,1,33,96250.65,62185.6,0
1,33,8,3,1,1,0,9,3,19,56723.4,42411.62,0
0,6,34,3,2,2,0,2,2,30,77096.35,32777.81,0
1,31,1,3,2,3,5,17,2,25,12093.25,32339.17,0
0,6,112,3,0,2,0,4,1,61,44125.16,15201.31,0
1,19,51,3,1,2,2,7,1,26,54112.24,44059.74,0
1,27,86,3,1,1,3,18,1,52,69448.34,30543.38,0
0,16,68,3,1,0,1,6,1,41,61975.59,59039.32,0
0,3,30,3,1,3,4,3,1,31,59795.02,88352.05,0
1,15,70,3,0,3,4,14,2,46,45143.79,79277.63,1
0,25,7,3,1,2,1,12,3,31,10917.44,84952.76,0
1,31,79,3,1,3,2,8,0,19,74225.51,8673.49,0
0,28,82,3,1,1,2,16,2,58,41745.93,36813.13,0
1,23,12,3,0,3,3,15,1,48,36004.71,84412.36,0
0,19,23,3,0,1,2,1,1,47,89586.8,6092.31,1
1,30,0,3,2,1,5,12,1,22,70441.21,45711.65,0
1,3,121,3,0,0,3,12,3,69,5997.59,49446.37,0
0,20,132,3,2,4,1,0,0,65,44502.68,21558.78,0
1,29,50,3,2,4,4,0,3,41,58898.48,87776.42,0
0,33,122,3,1,3,3,5,3,40,2769.69,26346.56,0
1,12,64,3,1,3,2,2,2,65,6349.82,31736.02,0
1,25,7,3,0,0,3,3,2,54,62045.7,74289.24,0
1,11,37,3,0,1,4,17,3,20,54335.24,78385.52,0
0,0,31,3,1,3,4,11,3,64,2538.17,17926.8,0
0,10,135,3,0,3,4,17,0,30,17770.77,56968.21,0
0,11,37,3,1,2,4,10,3,50,28055.01,15543.25,1
1,0,109,3,2,3,4,6,1,66,40159.58,54560.85,0
0,27,86,3,2,4,0,13,3,53,13364.53,10315.69,0
0,1,101,3,2,2,1,4,1,22,29888.32,74035.38,0
1,28,117,3,1,0,1,12,3,69,83515.89,63004.07,0
1,9,106,3,2,0,0,7,0,67,30975.42,93802.91,0
0,29,103,3,0,4,1,0,3,67,59957.5,54698.26,0
1,26,59,3,0,2,0,12,3,19,61570.84,33882.63,1
1,32,98,3,1,1,5,1,0,60,58987.7,12766.13,0
1,18,100,3,2,2,0,5,1,56,42441.61,31845.59,0
0,28,131,3,1,1,2,10,3,45,7961.52,77041.61,0
0,20,119,3,1,4,2,13,3,44,3017.21,12006.39,0
0,21,72,3,1,3,2,18,2,32,82200.59,65721.34,0
0,18,9,3,2,4,2,1,0,36,43644.47,92555.09,0
0,19,51,3,1,2,5,10,0,49,13169.5,43931.5,0
0,0,31,3,2,4,2,1,0,52,95042.68,47271.78,0
0,5,21,3,2,0,1,18,3,47,39413.6,8778.27,0
1,13,58,3,1,4,5,0,2,27,63955.31,24788.45,0
1,17,52,3,0,0,1,15,1,37,50426.13,92340.62,1
1,28,117,3,0,2,2,11,3,54,41752.88,19701.29,0
1,18,96,3,1,1,2,8,0,45,16517.89,68761.09,0
1,15,77,3,2,3,2,17,3,56,10595.88,9817.89,0
0,26,75,3,2,0,1,8,2,31,29186.6,88480.21,0
0,23,12,3,0,2,0,3,1,28,70792.79,52359.37,0
1,2,53,3,1,2,4,6,2,60,69642.5,43266.39,0
1,27,38,3,1,2,1,13,2,61,1300.95,61876.06,0
1,8,124,3,1,4,2,13,0,39,53788.5,78196.23,0
0,29,140,3,1,3,3,13,2,52,16320.18,77066.56,0
0,12,78,3,1,4,4,13,1,48,30843.3,95572.93,0
1,31,89,3,1,0,2,10,0,30,41324.58,11194.72,0
1,29,50,3,2,2,4,11,0,47,86433.53,38000.26,0
0,3,42,3,2,1,2,0,1,58,92964.73,9165.04,0
0,33,35,3,2,3,5,18,0,22,133.28,50905.68,0
1,17,134,3,2,0,0,5,1,33,2091.62,33117.1,0
0,8,102,3,1,3,4,0,0,68,77087.78,9774.7,0
0,11,21,3,1,1,1,12,3,55,9422.77,69384.56,0
0,14,10,3,1,2,2,9,0,67,74220.15,31694.4,0
1,26,56,3,0,3,0,10,0,56,96166.66,68242.04,1
0,10,14,3,2,0,2,1,1,48,76232.51,12850.93,0
0,18,9,3,2,4,5,13,3,49,22320.92,29234.63,0
1,32,45,3,2,3,0,6,0,48,59716.38,35401.14,0
1,22,142,3,2,2,3,11,2,25,32243.4,18721.62,0
0,23,116,3,2,1,2,11,0,42,89292.9,42693.0,0
1,25,21,3,2,3,3,7,1,65,2941.34,55990.38,0
1,18,111,3,1,4,5,0,2,32,48733.47,29415.85,0
1,31,65,3,1,2,3,9,0,66,2337.43,37717.6,0
1,7,123,3,0,4,1,0,1,66,52445.36,56660.02,0
0,3,121,3,1,0,0,12,2,59,62356.85,86667.8,0
1,6,17,3,0,4,4,13,0,18,4303.89,44898.91,0
1,1,40,3,2,1,2,17,1,34,60062.28,92434.88,0
1,21,81,3,0,1,1,3,0,58,4822.06,7905.23,0
1,11,21,3,2,1,4,13,1,67,37300.65,5029.66,0
0,8,105,3,2,1,4,18,0,31,27468.62,73180.02,0
1,21,20,3,1,4,0,13,3,40,45459.38,65779.66,0
0,5,21,3,0,1,5,1,1,68,42321.07,10754.19,1
1,18,100,3,1,2,3,0,2,29,46835.43,46621.57,0
1,24,66,3,1,4,2,13,2,24,14211.77,77259.47,0
0,16,68,3,1,1,1,3,1,24,91720.19,16235.06,0
1,27,38,3,1,1,3,4,2,29,15871.12,88372.48,1
0,17,52,3,1,0,2,7,2,52,67932.28,48568.78,0
1,19,51,3,1,3,5,8,1,29,73516.56,97473.59,0
0,10,125,3,2,4,2,1,3,36,26019.44,37489.48,0
0,17,15,3,2,1,2,9,0,23,20665.55,49409.43,0
0,21,81,3,0,4,5,13,3,33,27689.9,12670.15,0
1,8,141,3,0,4,0,1,3,52,91132.6,8980.38,0
1,10,125,3,0,2,5,17,3,22,48570.39,60912.73,0
0,29,103,3,2,0,1,8,2,70,3413.35,10857.73,0
1,13,114,3,0,0,2,14,3,42,67962.52,71081.34,0
0,14,94,3,0,2,3,15,2,62,33064.03,90675.28,0
0,12,120,3,1,4,0,1,0,59,44698.52,14762.75,0
1,3,61,3,1,0,1,3,0,45,59225.28,29973.31,1
1,31,89,3,2,3,3,12,2,18,67229.65,10231.29,0
1,6,112,3,0,0,0,6,3,52,64576.4,72561.53,0
1,31,89,3,1,0,0,17,0,52,17030.4,8111.93,0
0,25,7,3,0,1,3,9,0,47,28630.37,69411.54,0
1,12,120,3,2,3,3,15,2,53,53796.58,71058.36,0
1,19,23,3,2,4,0,0,2,26,63470.83,28744.83,0
0,10,113,3,2,0,3,3,1,37,60514.22,39507.72,0
1,32,44,3,1,0,4,5,0,24,51374.7,29941.21,0
0,3,30,3,2,1,1,13,3,34,55192.66,96287.02,0
1,31,65,3,0,1,5,15,2,20,81368.35,85166.47,0
1,28,82,3,0,1,5,2,1,37,22913.96,67358.96,0
1,8,105,3,1,2,5,13,2,53,5361.29,92478.58,0
1,30,0,3,2,2,2,7,2,66,56345.87,36860.74,0
1,10,14,3,1,3,1,11,1,42,16662.02,76129.44,0
1,1,129,3,2,0,0,18,1,59,82989.11,8058.19,0
1,2,144,3,1,2,1,1,3,55,87981.09,75177.67,0
0,18,9,3,2,4,4,1,1,28,47614.64,37048.0,0
0,33,73,3,1,4,4,1,2,47,28537.98,36980.67,0
0,6,17,3,2,4,4,13,3,41,69053.01,99977.54,0
1,18,96,3,2,1,0,3,2,52,32629.2,29810.34,0
0,5,21,3,2,0,4,2,1,58,87282.43,99868.54,0
1,18,91,3,0,3,2,4,2,58,64997.11,54775.26,0
0,15,127,3,2,2,2,16,0,43,96265.51,92682.06,0
0,31,79,3,1,1,1,0,1,43,98308.38,27448.93,0
1,1,138,3,1,2,5,10,0,54,74827.85,50761.34,0
0,18,9,3,0,2,5,3,1,49,30182.09,13246.02,0
0,8,124,3,0,1,0,17,2,61,67794.37,54329.29,0
1,11,47,3,0,0,4,3,3,22,96203.1,31799.24,0
0,29,140,3,1,4,5,1,1,38,89845.16,24883.75,0
0,15,77,3,1,1,3,9,0,59,21818.2,89061.07,0
1,31,89,3,0,3,5,9,3,37,49100.6,91635.04,0
0,11,47,3,1,0,4,10,2,48,36481.87,51162.63,0
1,16,68,3,2,3,5,9,3,64,63978.01,77900.44,0
1,6,74,3,0,1,1,4,1,32,3403.67,23641.21,0
0,25,80,3,0,0,1,17,3,24,76456.87,45972.81,1
0,32,115,3,2,1,0,0,1,42,46176.82,17559.8,0
1,4,39,3,0,1,1,12,1,44,44133.29,73555.69,0
1,13,18,3,0,2,2,13,3,52,35995.6,62415.91,0
0,14,85,3,1,2,2,16,1,58,71639.64,85986.19,0
1,17,52,3,1,3,3,1,0,64,88256.91,58449.57,0
0,27,99,3,1,2,1,5,0,54,16030.34,60858.6,0
0,24,83,3,0,4,1,13,1,26,54749.42,43096.79,0
0,5,21,3,2,4,2,0,2,25,40479.42,70393.03,0
1,28,22,3,1,0,2,10,1,35,96460.66,40470.95,0
1,6,74,3,2,1,4,17,0,58,78195.59,65008.68,0
0,32,45,3,2,4,1,0,0,52,29920.36,59774.5,0
1,11,21,3,0,3,2,14,1,63,17299.46,35504.53,0
0,12,84,3,2,4,1,13,2,47,77382.13,82541.85,0
1,12,64,3,0,0,2,6,3,25,92395.18,73426.28,0
0,4,13,3,1,1,1,8,3,55,76178.49,14349.25,0
1,10,125,3,2,3,4,1,0,24,7984.37,86982.15,0
1,13,18,3,0,4,1,1,3,54,74172.5,53627.75,0
1,7,26,3,1,3,5,3,3,55,37270.69,63817.16,1
0,29,140,3,0,1,5,19,0,65,95273.97,40053.15,0
1,18,111,3,1,4,4,0,3,51,59118.07,56017.39,0
0,26,75,3,2,4,2,1,0,42,36886.96,63985.6,0
1,1,138,3,2,4,1,13,0,65,82868.33,89168.57,0
1,3,121,3,0,2,1,7,3,31,69497.46,11675.79,0
0,3,42,3,1,0,2,6,0,39,31097.95,89937.41,0
0,15,127,3,0,3,4,19,2,25,2716.48,81090.13,0
0,26,133,3,2,1,5,14,1,44,68871.98,47319.89,0
0,14,49,3,1,0,4,16,0,52,10950.54,89298.28,0
0,27,38,3,2,2,1,17,3,18,60619.31,40633.05,0
0,17,43,3,2,3,2,4,3,33,4410.8,16347.09,0
0,16,68,3,0,1,2,15,2,33,3005.35,14619.08,0
0,23,118,3,2,3,5,19,3,50,95286.41,56175.46,0
1,10,113,3,0,4,0,1,0,38,61900.7,83853.05,0
1,19,63,3,0,3,1,14,0,28,92417.04,97200.76,0
0,4,13,3,0,0,4,7,2,25,29727.48,82825.45,0
1,14,49,3,2,2,5,16,0,59,98229.61,96758.93,0
1,1,138,3,2,1,4,8,3,68,69566.52,78081.76,0
1,3,61,3,2,2,5,0,1,43,26138.88,94872.52,0
1,16,68,3,1,0,3,5,1,64,97155.84,59425.41,0
0,29,50,3,2,3,1,13,3,53,47038.27,8033.73,0
0,27,86,3,2,1,4,9,1,22,29761.37,46586.3,0
1,1,138,3,2,3,4,9,0,59,75026.54,7688.69,0
1,26,133,3,2,3,2,6,3,68,72868.95,58003.3,0
1,26,75,3,2,4,5,1,1,23,78999.42,54344.81,0
1,33,122,3,0,4,2,13,1,44,79083.06,64314.29,0
0,0,31,3,2,2,5,4,3,28,36098.34,35436.17,0
0,0,109,3,1,4,4,1,0,46,25500.15,37655.2,0
1,6,74,3,1,3,5,17,3,26,40045.99,5851.13,1
0,16,68,3,2,1,1,13,0,45,97663.14,98127.85,0
1,22,32,3,0,3,0,8,3,41,71926.54,43932.22,0
1,10,113,3,1,4,4,0,1,69,44154.2,45521.95,0
0,31,136,3,2,0,0,19,0,51,80023.77,32208.33,0
1,7,26,3,2,2,2,19,3,36,75496.71,52455.1,0
0,6,55,3,2,0,0,15,1,27,28853.35,31286.81,0
1,17,43,3,1,4,3,13,1,21,88201.28,11983.21,0
0,5,21,3,2,3,4,8,3,45,14143.49,98940.8,1
0,19,51,3,1,4,1,13,1,66,31078.97,68341.03,0
1,32,98,3,1,3,1,15,0,29,35898.25,13467.06,0
